word,sentiment
estrellarse,negativo
escandaloso,negativo
apocalipsis,negativo
antagonismo,negativo
obscuro,negativo
nieblas,negativo
extremista,negativo
sombreado,negativo
destrozar,negativo
trastes,negativo
soberbio,negativo
señuelo,negativo
noise,negativo
incompetente,negativo
calamidades,negativo
flojo,negativo
cruelmente,negativo
retórico,negativo
rail,negativo
letargo,negativo
despectivamente,negativo
censurar,negativo
frustrar,negativo
desfilar,negativo
animadversión,negativo
alarmante,negativo
incontrolable,negativo
combativo,negativo
ineludible,negativo
charco,negativo
picar,negativo
ligar,negativo
apatía,negativo
desechar,negativo
capullo,negativo
arriesgar,negativo
alergias,negativo
matón,negativo
estancado,negativo
torturar,negativo
pulir,negativo
perverso,negativo
nerviosismo,negativo
bravura,negativo
relajarse,negativo
recelos,negativo
drag,negativo
ineficacia,negativo
imprudente,negativo
bengalas,negativo
represivo,negativo
inflexible,negativo
arrasar,negativo
penumbra,negativo
peligrar,negativo
mire,negativo
manipulador,negativo
impulsivo,negativo
dispar,negativo
descomponer,negativo
oxidado,negativo
intransigente,negativo
escoria,negativo
papelera,negativo
dificultoso,negativo
desconcertante,negativo
tumulto,negativo
zorra,negativo
impenetrable,negativo
tic,negativo
monotonía,negativo
estratagema,negativo
borrosa,negativo
sacudida,negativo
plebeyo,negativo
cancer,negativo
riña,negativo
imperfecciones,negativo
goteo,negativo
desolado,negativo
deplorable,negativo
celosamente,negativo
adversidad,negativo
travieso,negativo
arrugas,negativo
vergonzoso,negativo
reparos,negativo
ruidoso,negativo
recaída,negativo
desertar,negativo
insensible,negativo
duele,negativo
desilusionado,negativo
citación,negativo
pícaro,negativo
insultado,negativo
vicioso,negativo
paradójico,negativo
nublado,negativo
monstruoso,negativo
engañosa,negativo
avergonzado,negativo
agallas,negativo
rupturas,negativo
pantanoso,negativo
diabólico,negativo
malicia,negativo
líos,negativo
bugs,negativo
reaccionario,negativo
indefenso,negativo
catastrófico,negativo
tapado,negativo
súplicas,negativo
simplista,negativo
desgraciado,negativo
perturbar,negativo
susto,negativo
proscrito,negativo
inconsistencias,negativo
contraproducente,negativo
pito,negativo
incredulidad,negativo
degenerado,negativo
comodín,negativo
blasfemia,negativo
beligerante,negativo
bebido,negativo
abrumador,negativo
pegajoso,negativo
inexperto,negativo
escama,negativo
drenar,negativo
descuidar,negativo
aplastamiento,negativo
abatir,negativo
descrédito,negativo
retar,negativo
odiar,negativo
interrumpieron,negativo
extinguir,negativo
enredo,negativo
demoníaco,negativo
confiscado,negativo
lastimar,negativo
fundamentalismo,negativo
celosía,negativo
vibrar,negativo
gángster,negativo
distorsionado,negativo
indecisión,negativo
flaco,negativo
discriminar,negativo
agonizante,negativo
reticente,negativo
perdición,negativo
infiltrados,negativo
distanciado,negativo
impensable,negativo
colapsar,negativo
alucinación,negativo
mulato,negativo
mella,negativo
inundar,negativo
horrorizado,negativo
derruido,negativo
tank,negativo
chismes,negativo
insuperable,negativo
infligir,negativo
loba,negativo
disturbio,negativo
desleal,negativo
demente,negativo
resfriado,negativo
radicalización,negativo
lamentar,negativo
dead,negativo
contaminar,negativo
cataclismo,negativo
bug,negativo
antagónico,negativo
varado,negativo
sucumbir,negativo
desorganización,negativo
junco,negativo
escamoso,negativo
coerción,negativo
hipócrita,negativo
deteriorarse,negativo
curtido,negativo
resentido,negativo
refutación,negativo
desagües,negativo
envenenar,negativo
basurero,negativo
sima,negativo
minar,negativo
retorcido,negativo
inflado,negativo
indeciso,negativo
contradecir,negativo
abandonos,negativo
penuria,negativo
delirante,negativo
bromista,negativo
revolver,negativo
insatisfecho,negativo
furtivo,negativo
frustraciones,negativo
subversivo,negativo
salvajemente,negativo
jam,negativo
indebido,negativo
deformado,negativo
queer,negativo
frenético,negativo
false,negativo
impreciso,negativo
fatalmente,negativo
despreciado,negativo
asco,negativo
vertederos,negativo
usurpar,negativo
conspirador,negativo
pinchar,negativo
pereza,negativo
inconsistente,negativo
clamor,negativo
inalcanzable,negativo
dificultosa,negativo
azote,negativo
temerario,negativo
sanguinario,negativo
némesis,negativo
moderar,negativo
maltratado,negativo
degradar,negativo
cercar,negativo
camarote,negativo
percance,negativo
inmoralidad,negativo
frustrante,negativo
despreciar,negativo
cojo,negativo
nalgas,negativo
impureza,negativo
entorpecer,negativo
corrompido,negativo
indeseable,negativo
cinismo,negativo
animosidad,negativo
transgresión,negativo
atroz,negativo
tortuoso,negativo
silbido,negativo
piquete,negativo
macabro,negativo
derrumbarse,negativo
cefalea,negativo
volcar,negativo
repugnante,negativo
pervertido,negativo
condenación,negativo
carestía,negativo
asediar,negativo
innecesariamente,negativo
diametralmente,negativo
burlándose,negativo
rondar,negativo
inadvertido,negativo
vehemente,negativo
tontería,negativo
tiránico,negativo
soldar,negativo
malicioso,negativo
colaboracionista,negativo
din,negativo
desestabilización,negativo
alegar,negativo
volatilidad,negativo
tupido,negativo
privar,negativo
pararse,negativo
flagrante,negativo
fantasmal,negativo
zumbido,negativo
ponche,negativo
mortífero,negativo
frenesí,negativo
desinteresado,negativo
corrosivo,negativo
collapse,negativo
arrebato,negativo
abusado,negativo
pecio,negativo
lúgubre,negativo
wild,negativo
inacción,negativo
desperdicio,negativo
confundiendo,negativo
sicario,negativo
libertino,negativo
boicotear,negativo
revuelto,negativo
minado,negativo
imprudencia,negativo
errático,negativo
enloquecido,negativo
enfermizo,negativo
deshecho,negativo
torcido,negativo
incoherente,negativo
aterrador,negativo
tonterías,negativo
simulado,negativo
impropio,negativo
hack,negativo
forastero,negativo
obsceno,negativo
estupor,negativo
socavar,negativo
perversión,negativo
indiscriminadamente,negativo
desbaratar,negativo
expirado,negativo
desobedecer,negativo
debilitarse,negativo
tentativamente,negativo
mediocridad,negativo
renuente,negativo
infringir,negativo
inculcar,negativo
bulo,negativo
suscitar,negativo
sudario,negativo
lastimado,negativo
inservible,negativo
amargamente,negativo
sesgos,negativo
sabueso,negativo
espanto,negativo
desproporcionado,negativo
desmayo,negativo
calumnia,negativo
mundano,negativo
fatídico,negativo
despecho,negativo
desintegrarse,negativo
ambivalente,negativo
abrumado,negativo
abortado,negativo
pelearse,negativo
obeso,negativo
intolerable,negativo
paranoico,negativo
imprevisto,negativo
impersonal,negativo
desterrar,negativo
cesto,negativo
súplica,negativo
esporádico,negativo
bla,negativo
fiasco,negativo
estruendo,negativo
caprichoso,negativo
anómalo,negativo
indiscriminado,negativo
falacias,negativo
descomponerse,negativo
cohecho,negativo
charlar,negativo
embate,negativo
bombear,negativo
descansos,negativo
agravar,negativo
exhausto,negativo
equívoco,negativo
agravante,negativo
partisano,negativo
inflamatorio,negativo
desaguar,negativo
convulsión,negativo
abultado,negativo
static,negativo
oscurece,negativo
miss,negativo
inhóspito,negativo
fandango,negativo
insaciable,negativo
estridente,negativo
ahogarse,negativo
ahogamiento,negativo
servil,negativo
perecer,negativo
inmovilizado,negativo
engañoso,negativo
bicho,negativo
bad,negativo
acaparar,negativo
squash,negativo
sangrar,negativo
penitenciaría,negativo
instigador,negativo
bastardos,negativo
agitar,negativo
inhumano,negativo
estafas,negativo
coqueta,negativo
parpadeo,negativo
escarcha,negativo
chocante,negativo
atrasado,negativo
adoctrinamiento,negativo
tajante,negativo
demorar,negativo
zapallo,negativo
restrictivo,negativo
provocador,negativo
irreparable,negativo
fiero,negativo
derramar,negativo
apuro,negativo
impracticable,negativo
provocativo,negativo
espejismo,negativo
sobras,negativo
inconsistencia,negativo
falsificar,negativo
escarnio,negativo
deshonra,negativo
desempleado,negativo
ridiculizar,negativo
opresivo,negativo
crash,negativo
corromper,negativo
cloaca,negativo
vengativo,negativo
renuencia,negativo
obstaculizado,negativo
inexorable,negativo
curandero,negativo
bajón,negativo
amargado,negativo
nepotismo,negativo
ladrona,negativo
fealdad,negativo
abrumadoramente,negativo
patético,negativo
infortunio,negativo
caníbal,negativo
incesantemente,negativo
exagerar,negativo
espeluznante,negativo
espantoso,negativo
cliché,negativo
atropello,negativo
inexacto,negativo
purgar,negativo
mofa,negativo
lego,negativo
descontrolado,negativo
desconfiar,negativo
baldío,negativo
imprevisible,negativo
desconcertado,negativo
boquete,negativo
vetar,negativo
precipitar,negativo
locamente,negativo
lasca,negativo
incitación,negativo
autocrático,negativo
acosar,negativo
marginada,negativo
hollow,negativo
esclavizar,negativo
punzante,negativo
burlado,negativo
tanteo,negativo
pinchazo,negativo
chancho,negativo
violador,negativo
extravagancia,negativo
desorganizado,negativo
tedioso,negativo
maldiciones,negativo
hinchado,negativo
endurecer,negativo
monótono,negativo
impetuoso,negativo
escalofriante,negativo
disonancia,negativo
cerda,negativo
picardía,negativo
expirar,negativo
quemadura,negativo
licenciar,negativo
discapacitado,negativo
calculador,negativo
amasar,negativo
algarabía,negativo
reproche,negativo
lost,negativo
irritado,negativo
insinuación,negativo
inexacta,negativo
fingido,negativo
atascado,negativo
piquetes,negativo
despótico,negativo
desacato,negativo
chantajear,negativo
bobo,negativo
urogallo,negativo
infamia,negativo
despistado,negativo
aspirado,negativo
distorsionar,negativo
desesperanza,negativo
bofetada,negativo
basto,negativo
libertinaje,negativo
guisado,negativo
candente,negativo
arruinando,negativo
ampolla,negativo
idiotas,negativo
fraudulento,negativo
averiado,negativo
sumergir,negativo
inimaginable,negativo
impasible,negativo
categórico,negativo
pelado,negativo
parir,negativo
oscurecer,negativo
opresores,negativo
invasivo,negativo
insultante,negativo
inamovible,negativo
extraviado,negativo
desconfiado,negativo
cañoneo,negativo
belicoso,negativo
nocivo,negativo
desmoronamiento,negativo
aflicción,negativo
llamarada,negativo
irritable,negativo
sesgado,negativo
perplejo,negativo
infelicidad,negativo
descarado,negativo
carnada,negativo
instigadores,negativo
apresurado,negativo
riñas,negativo
obscenidad,negativo
adherente,negativo
vacilante,negativo
obstruir,negativo
obstinado,negativo
maraña,negativo
ghetto,negativo
cauteloso,negativo
bronca,negativo
amortiguar,negativo
alud,negativo
torcer,negativo
quejado,negativo
puñalada,negativo
maníaco,negativo
imperfección,negativo
drones,negativo
devastar,negativo
canalla,negativo
abrasivo,negativo
rugido,negativo
oler,negativo
inexorablemente,negativo
estorbo,negativo
dogmático,negativo
vomitar,negativo
tirarse,negativo
talar,negativo
repulsa,negativo
rebatir,negativo
naufragar,negativo
desalentar,negativo
desacreditado,negativo
angustiado,negativo
tibio,negativo
lapsos,negativo
distorsiona,negativo
descarada,negativo
problem,negativo
podrido,negativo
hoax,negativo
fragor,negativo
coquetear,negativo
hedonista,negativo
fall,negativo
empinado,negativo
emboscar,negativo
deslealtad,negativo
copo,negativo
ahondar,negativo
vehementemente,negativo
urdimbre,negativo
menguante,negativo
indistinguible,negativo
impuro,negativo
decepciones,negativo
charlatán,negativo
aterrorizar,negativo
prevenido,negativo
oscurecido,negativo
escabroso,negativo
discontinuo,negativo
desorientado,negativo
superfluo,negativo
pizca,negativo
bondage,negativo
turbio,negativo
totalitaria,negativo
sedentario,negativo
ralentizar,negativo
prolijo,negativo
odiosa,negativo
ficcional,negativo
estampida,negativo
desunión,negativo
deformar,negativo
ventosa,negativo
desintegrado,negativo
calamidad,negativo
analfabeto,negativo
subastado,negativo
podredumbre,negativo
ensangrentado,negativo
drogadicto,negativo
dies,negativo
warp,negativo
taladros,negativo
fríamente,negativo
bichos,negativo
insalvable,negativo
ineptitud,negativo
dim,negativo
citaciones,negativo
tout,negativo
negligente,negativo
incendiario,negativo
desafuero,negativo
consentir,negativo
congeló,negativo
banal,negativo
sumiso,negativo
retardar,negativo
premeditado,negativo
perturbador,negativo
penalty,negativo
irracionalidad,negativo
imprecisiones,negativo
evade,negativo
descaradamente,negativo
agotador,negativo
wedge,negativo
trunca,negativo
lesionar,negativo
attack,negativo
ahogar,negativo
ultraje,negativo
reventar,negativo
injustificado,negativo
hematomas,negativo
resignado,negativo
nihilista,negativo
renuncio,negativo
estrangular,negativo
enredado,negativo
desmayado,negativo
desglose,negativo
breaks,negativo
litera,negativo
cojera,negativo
amonestación,negativo
abominable,negativo
untar,negativo
saciar,negativo
látigos,negativo
escapatoria,negativo
apuñalar,negativo
tacha,negativo
insuficientemente,negativo
ostensible,negativo
malhumorado,negativo
extremismo,negativo
estereotipada,negativo
agobiante,negativo
vanidoso,negativo
sacudir,negativo
parodiar,negativo
inepto,negativo
heterodoxo,negativo
endeble,negativo
discriminatorio,negativo
cursi,negativo
contagioso,negativo
alarmado,negativo
indocumentados,negativo
inconcebible,negativo
hebilla,negativo
encallado,negativo
desfasado,negativo
cogida,negativo
chato,negativo
traidora,negativo
torcida,negativo
subyugar,negativo
refutado,negativo
refuta,negativo
menospreciar,negativo
defensive,negativo
violadores,negativo
indigente,negativo
hell,negativo
falsificado,negativo
enjuiciar,negativo
bullicio,negativo
aniquilamiento,negativo
sustraer,negativo
reprobación,negativo
humildemente,negativo
deprimente,negativo
contusión,negativo
codicioso,negativo
twist,negativo
sofocante,negativo
picor,negativo
frenéticamente,negativo
cruento,negativo
pedante,negativo
desmoronarse,negativo
picazón,negativo
insalubre,negativo
infestado,negativo
disparate,negativo
cegar,negativo
caducado,negativo
burlón,negativo
barricada,negativo
abatimiento,negativo
romo,negativo
rogar,negativo
rencores,negativo
rehusar,negativo
inmiscuirse,negativo
desenfrenado,negativo
supersticioso,negativo
suicide,negativo
pretencioso,negativo
object,negativo
estresante,negativo
espantar,negativo
disgustos,negativo
delatar,negativo
bruma,negativo
traicionero,negativo
renegar,negativo
rendija,negativo
opresor,negativo
estropear,negativo
enganchar,negativo
dolorosamente,negativo
tropezar,negativo
salvajismo,negativo
kill,negativo
ilegible,negativo
tachar,negativo
reprimenda,negativo
presumido,negativo
malévolo,negativo
lied,negativo
furiosamente,negativo
estafar,negativo
engorroso,negativo
dilación,negativo
conspicuo,negativo
castrado,negativo
ajedrezado,negativo
repudiar,negativo
desvanecerse,negativo
condensar,negativo
sórdido,negativo
strike,negativo
repugnancia,negativo
neurótico,negativo
ambivalencia,negativo
altivo,negativo
alegación,negativo
retardado,negativo
indecente,negativo
gánster,negativo
fuck,negativo
sarcásticamente,negativo
promiscuo,negativo
pelar,negativo
embestir,negativo
desprevenido,negativo
degradante,negativo
atasco,negativo
aberrante,negativo
seto,negativo
protestado,negativo
ilógico,negativo
azotar,negativo
dire,negativo
rabioso,negativo
ocioso,negativo
freak,negativo
enojar,negativo
cayado,negativo
airadamente,negativo
sospechosamente,negativo
senil,negativo
presentimiento,negativo
menguar,negativo
apenado,negativo
alérgico,negativo
afligido,negativo
preocupar,negativo
mendicidad,negativo
ahorcar,negativo
scratch,negativo
rezagado,negativo
pendular,negativo
gauche,negativo
fastidiar,negativo
deshonor,negativo
contender,negativo
azada,negativo
amenazador,negativo
masacrar,negativo
irritar,negativo
inutilizar,negativo
furtivamente,negativo
condescendiente,negativo
voluble,negativo
torrent,negativo
disonante,negativo
disensión,negativo
desenfreno,negativo
conmocionado,negativo
ax,negativo
subestimar,negativo
invalidar,negativo
insensibilidad,negativo
impotentes,negativo
evil,negativo
arcano,negativo
tropiezos,negativo
terco,negativo
sangrante,negativo
riesgoso,negativo
predicamento,negativo
pardusco,negativo
insolente,negativo
chupa,negativo
cesante,negativo
calabacín,negativo
babosa,negativo
trazador,negativo
tentativo,negativo
sobrecargado,negativo
retrasarse,negativo
petrificado,negativo
ininteligible,negativo
despertador,negativo
stress,negativo
pain,negativo
instigar,negativo
herético,negativo
forajido,negativo
deteriorar,negativo
yermo,negativo
tirante,negativo
redondear,negativo
intimidante,negativo
funesto,negativo
estropeado,negativo
estrellar,negativo
difamar,negativo
desperfecto,negativo
desazón,negativo
carboncillo,negativo
angostura,negativo
abusador,negativo
abarrotado,negativo
tramposo,negativo
quebradizo,negativo
paria,negativo
ortiga,negativo
objetar,negativo
estrangulación,negativo
enajenar,negativo
virulento,negativo
tendencioso,negativo
satirizar,negativo
quebranto,negativo
pipe,negativo
mentirosos,negativo
ilusorio,negativo
garfio,negativo
cry,negativo
contrariedad,negativo
chupar,negativo
bullying,negativo
acaparamiento,negativo
vague,negativo
travesura,negativo
traumatizado,negativo
solterona,negativo
ridiculiza,negativo
pomposo,negativo
pecar,negativo
maldecir,negativo
gruñón,negativo
desasosiego,negativo
tartamudez,negativo
sour,negativo
sangra,negativo
monster,negativo
legato,negativo
issue,negativo
desperdiciar,negativo
colar,negativo
cepo,negativo
artimaña,negativo
amedrentar,negativo
vent,negativo
rasgado,negativo
inutilizable,negativo
inaudito,negativo
gravar,negativo
finta,negativo
encenderse,negativo
discrepar,negativo
acuciante,negativo
oneroso,negativo
knock,negativo
irrespetuoso,negativo
imprudentemente,negativo
horrendo,negativo
subyugación,negativo
quebrantar,negativo
machacar,negativo
desanimado,negativo
perversidad,negativo
incomprendido,negativo
hedor,negativo
falsear,negativo
errar,negativo
devil,negativo
depravación,negativo
complex,negativo
aspereza,negativo
ansiosamente,negativo
roscado,negativo
inexactitud,negativo
estrafalario,negativo
diatriba,negativo
denegar,negativo
